Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2015,7428,Bank of America Corporation,1100 North King Street,DE5-001-02-07,Wilmington,DE,19884,United States,302.432.0956,,01/16/2013,Y
2015,7429,Bank of America Corporation,1100 North King Street,DE5-001-02-07,Wilmington,DE,19884,United States,302.432.0956,,01/16/2013,Y
2015,13161,Bank of America Corporation,1100 North King Street,DE5-001-02-07,Wilmington,DE,19884,United States,302.432.0956,980.819.3025,08/12/2015,Y
2014,7429,Bank of America Corporation,1100 North King Street,DE5-001-02-07,Wilmington,DE,19884,United States,302.432.0956,,01/16/2013,Y
2013,7429,Bank of America Corporation,1100 North King Street,DE5-001-02-07,Wilmington,DE,19884,United States,302.432.0956,,01/16/2013,Y
2015,8501,"Bank of America, NA",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2015,8502,"Bank of America, NA",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2014,8501,"Bank of America, NA",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2013,4715,"Bank of America, NA",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2013,8501,"Bank of America, NA",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2013,8502,"Bank of America, NA",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2012,4715,"Bank of America, NA",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2011,4715,"Bank of America, NA",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2011,4882,"Bank of America, NA","1100 N. King St., DE5-001-02-07",,Wilmington,DE,19884,United States,302-432-0956,302-432-0039      ,,Y
2011,4884,"Bank of America, NA","1100 N. King St., DE5-001-02-07",,Wilmington,DE,19884,United States,302-432-0956,302-432-0039        ,,N
2015,12121,BannerVision,737 N LASALLE,,CHICAGO,IL,60654,United States,3123349727,3126498082,01/29/2015,Y
,12481,BANNERVISION LLC,737 N LASALLE,,CHICAGO,IL,60654,United States,312-573-1510,,05/01/2015,Y
2014,10242,Barclays Capital Inc.,745 Seventh Avenue,,New York,NY,10019,United States,212-526-7000,,01/16/2014,Y
2015,7402,"Barclays Capital, Inc.",745 Seventh Avenue,,New York,NY,10019,United States,212-526-7000,,01/16/2013,Y
2014,7402,"Barclays Capital, Inc.",745 Seventh Avenue,,New York,NY,10019,United States,212-526-7000,,01/16/2013,Y
2013,7402,"Barclays Capital, Inc.",745 Seventh Avenue,,New York,NY,10019,United States,212-526-7000,,01/16/2013,Y
2012,4165,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-526-4655,212-520-0926      ,,N
2012,4252,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-526-4655,212-520-0926       ,,N
2012,4332,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-526-4655,212-520-0926       ,,N
2012,4333,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-526-4655,212-520-0926       ,,N
2012,4554,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-412-1791,646-758-4346     ,,N
2011,4165,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-526-4655,212-520-0926      ,,N
2011,4554,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-412-1791,646-758-4346     ,,N
2011,4868,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-526-4655,212-520-0926       ,,N
2011,4891,"Barclays Capital, Inc.",745 Seventh Ave.,,New York,NY,10019,United States,212-412-1791,646-758-4346  ,,N
2011,4937,"Barclays Capital, Inc.",745 Seventh Avenue,,New York,NY,10019,United States,212-526-4655,212-520-0926      ,,N
2012,4357,Barnes & Thormburg LLP,"1 N. Wacker Dr., Ste. 4400",,Chicago,IL,60606,United States,312-214-4856,312-759-5646      ,,Y
2012,4702,Barnes & Thormburg LLP,"1 N. Wacker Dr., Ste. 4400",,Chicago,IL,60606,United States,312-357-1313,312-759-5646       ,,N
2011,4357,Barnes & Thormburg LLP,"1 N. Wacker Dr., Ste. 4400",,Chicago,IL,60606,United States,312-214-4856,312-759-5646      ,,Y
2011,4702,Barnes & Thormburg LLP,"1 N. Wacker Dr., Ste. 4400",,Chicago,IL,60606,United States,312-357-1313,312-759-5646       ,,N
2014,11581,Barnes & Thornburg LLP,1 N Wacker Drive,Suite 4400,Chicago,IL,60606,United States,312-338-5936,,09/12/2014,Y
2015,11601,"Barnes & Thornburg, LLP",1 N. Wacker Drive,Suite 4400,Chicago,IL,60606,United States,312-214-4856,312-759-5646,09/16/2014,Y
2014,11601,"Barnes & Thornburg, LLP",1 N. Wacker Drive,Suite 4400,Chicago,IL,60606,United States,312-214-4856,312-759-5646,09/16/2014,Y
,8721,Barrister Solutions,1901 Strenger Lane,,Riverwoods,IL,60015,United States,7742692230,,07/04/2013,Y
2012,4546,Baxter Swilley,7734 N. Eastlake Terrace,,Chicago,IL,60626,United States,312-479-1029,      ,,Y
2011,4546,Baxter Swilley,7734 N. Eastlake Terrace,,Chicago,IL,60626,United States,312-479-1029,      ,,Y
2014,10385,Belmont-Central Chamber of Commerce,5534 W. Belmont Ave.,,Chicago,IL,60641,United States,773-647-1644,773-647-1645,01/21/2014,Y
2013,5083,Belmont-Central Chamber of Commerce,5534 W. Belmont Ave.,,Chicago,IL,60645,United States,773-647-1644,773-647-1645,05/29/2012,Y
2012,5083,Belmont-Central Chamber of Commerce,5534 W. Belmont Ave.,,Chicago,IL,60645,United States,773-647-1644,773-647-1645,05/29/2012,Y
,6181,Bentley System,685 Stockton Drive,,Exton ,PA,19317,United States,610-213-0176,,09/28/2012,Y
2012,6182,"Bentley Systems, Inc.",685 Stockton Dr,,Exton ,PA,19341,United States,6104585000,,09/28/2012,Y
2012,4243,"Best Buy Co, Inc",7601 Penn Avenue South,,Richfield,MN,55423,United States,612-291-3032,   ,,Y
2013,9181,"Best Buy Co., Inc.",7601 Penn Avenue South,,Richfield,MN,55423,United States,612-291-3032,,08/26/2013,Y
2015,4348,Beth Doria,5650 S. Archer,,Chicago,IL,60638,United States,312-360-1122,312-360-0239   ,,Y
2014,9781,Beth Doria,5650 S. Archer,,Chicago,IL,60638,United States,3123601122,3123600239,12/19/2013,Y
2013,7802,Beth Doria,5650 S. Archer,,Chicago,IL,60638,United States,3123601122,3123600239,02/01/2013,Y
2012,4348,Beth Doria,5650 S. Archer,,Chicago,IL,60638,United States,312-360-1122,312-360-0239   ,,Y
2013,5524,Better Government Association,223 W Jackson,Suite 900,Chicago,IL,60602,United States,3124530632,,07/19/2012,Y
2012,5524,Better Government Association,223 W Jackson,Suite 900,Chicago,IL,60602,United States,3124530632,,07/19/2012,Y
,7843,Bike Chicago Inc.,3240 N. SHEFFIELD,,CHICAGO,IL,60657,United States,773-251-9757,,02/12/2013,Y
2011,4785,"Bike Chicago, Inc d/b/a Bike and Roll Chicago",3240 N Sheffield,,Chicago,IL,60657,United States,773-404-2521,     ,,Y
,5841,Bing  tie,986 s park terrace,,Chicago,IL,60605,United States,3122179337,,08/28/2012,Y
,5862,Bing  tie,986 s park terrace,,Chicago,IL,60605,United States,3122179337,,08/29/2012,Y
2013,7803,Blake Custer,30108 Fairway Vista Drive,,Fair Oaks Ranch,TX,78015,United States,210-488-7774,,02/01/2013,Y
2012,6524,Blake Custer,30108 Fairway Vista Drive,,Fair Oaks Ranch,TX,78015,United States,210-488-7774,,10/25/2012,Y
2014,10941,"Blaylock Beal Van, LLC",180 N LaSalle St.,Ste. 1825,Chicago,IL,60601,United States,312-324-0772,312-541-1743,04/03/2014,Y
2013,4565,"Blaylock Robert Van, LLC",180 N. LaSalle St.  #1825,,Chicago,Il,60601,United States,312-324-0772,312-541-1743      ,,Y
2012,4565,"Blaylock Robert Van, LLC",180 N. LaSalle St.  #1825,,Chicago,Il,60601,United States,312-324-0772,312-541-1743      ,,Y
2011,4565,"Blaylock Robert Van, LLC",180 N. LaSalle St.  #1825,,Chicago,Il,60601,United States,312-324-0772,312-541-1743      ,,Y
2011,4764,BlueStar Energy Services Inc d/b/a BlueStar Energy Solutions,"363 W. Erie St., Ste. 700",,Chicago,IL,60654,United States,312-628-8666, 312-628-866     ,,N
2011,4824,BlueStar Energy Services Inc d/b/a BlueStar Energy Solutions,"363 W. Erie St., Ste. 700",,Chicago,IL,60654,United States,312-628-8666, 312-628-866  ,,N
2011,4853,BlueStar Energy Services Inc d/b/a BlueStar Energy Solutions,"363 W. Erie St., Ste. 700",,Chicago,IL,60654,United States,312-628-8666, 312-628-866     ,,Y
2015,4144,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,Y
2014,4144,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,Y
2013,4144,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,Y
2012,4144,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,Y
2012,4304,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,N
2012,4387,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,       ,,N
2012,4547,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,N
2011,4144,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,Y
2011,4304,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,N
2011,4387,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,       ,,N
2011,4547,BMO Capital Markets GKST,115 S. LaSalle  37th Flr,,Chicago,IL,60603,United States,312-845-2005,         ,,N
2015,4653,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811        ,,Y
2014,4653,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811        ,,Y
2013,4653,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811        ,,Y
2012,4361,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811        ,,N
2012,4374,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811     ,,N
2012,4653,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811        ,,Y
2011,4361,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811        ,,N
2011,4374,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811     ,,N
2011,4803,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811     ,,N
2015,10201,BNY Mellon,1 Wall Street,21st Floor,New York,NY,10286,United States,2126358202,,01/15/2014,Y
2014,4664,BNY Mellon,"One Wall Street, 19th Flr",,New York,NY,10286,United States,412-236-7653,   ,,Y
2014,10201,BNY Mellon,1 Wall Street,21st Floor,New York,NY,10286,United States,2126358202,,01/15/2014,Y
2013,4664,BNY Mellon,"One Wall Street, 19th Flr",,New York,NY,10286,United States,412-236-7653,   ,,Y
2012,4664,BNY Mellon,"One Wall Street, 19th Flr",,New York,NY,10286,United States,412-236-7653,   ,,Y
2015,13361,board of ethics,123 street,,chicago,IL,60611,United States,123-456-7890,,10/26/2015,Y
2013,4241,Bombardier Transportation (Holdings) USA Inc,1501 Lebanon Church Rd,,Pittsburgh,PA,15236,United States,412-655-6754, 412-655-556     ,,Y
2012,4241,Bombardier Transportation (Holdings) USA Inc,1501 Lebanon Church Rd,,Pittsburgh,PA,15236,United States,412-655-6754, 412-655-556     ,,Y
2011,4241,Bombardier Transportation (Holdings) USA Inc,1501 Lebanon Church Rd,,Pittsburgh,PA,15236,United States,412-655-6754, 412-655-556     ,,Y
2015,11861,BP America,30 S. Wacker Drive,MC: 9N-161,Chicago,IL,60606,United States,312-594-6831,,12/01/2014,Y
2014,11861,BP America,30 S. Wacker Drive,MC: 9N-161,Chicago,IL,60606,United States,312-594-6831,,12/01/2014,Y
,11841,BP America,30 S. Wacker Drive,MC 9N-161,Chicago,IL,60606,United States,312-594-6831,,11/26/2014,Y
2015,4610,"B-P Consultants, Inc.","33 N. LaSalle St., Ste 3300",,Chicago,IL,60602,United States,312-735-1449,708-448-1133      ,,Y
2014,4610,"B-P Consultants, Inc.","33 N. LaSalle St., Ste 3300",,Chicago,IL,60602,United States,312-735-1449,708-448-1133      ,,Y
2013,4610,"B-P Consultants, Inc.","33 N. LaSalle St., Ste 3300",,Chicago,IL,60602,United States,312-735-1449,708-448-1133      ,,Y
2012,4610,"B-P Consultants, Inc.","33 N. LaSalle St., Ste 3300",,Chicago,IL,60602,United States,312-735-1449,708-448-1133      ,,Y
2011,4610,"B-P Consultants, Inc.","33 N. LaSalle St., Ste 3300",,Chicago,IL,60602,United States,312-735-1449,708-448-1133      ,,Y
2015,11881,BP Corporation North America Inc.,"1101 New York Avenue, NW",Suite 700,Washington,DC,20005,United States,(202) 347-8552,(202) 457-6597,12/01/2014,Y
2014,11881,BP Corporation North America Inc.,"1101 New York Avenue, NW",Suite 700,Washington,DC,20005,United States,(202) 347-8552,(202) 457-6597,12/01/2014,Y
2014,10981,Bridget Dougherty,500 North Dearborn Street,Suite 1150,Chicago,IL,60654,United States,(312) 810-7890,,04/07/2014,Y
2013,4611,Broderick LLC,318 Pinehurst Ct.,,Palos Heights,IL,60463,United States,708-389-9230,708-389-9230       ,,Y
2012,4611,Broderick LLC,318 Pinehurst Ct.,,Palos Heights,IL,60463,United States,708-389-9230,708-389-9230       ,,Y
2011,4611,Broderick LLC,318 Pinehurst Ct.,,Palos Heights,IL,60463,United States,708-389-9230,708-389-9230       ,,Y
2012,4383,"Brownstein Hyatt Farber Schreck, LLP","13501 I Street NW, Ste. 510",,Washington,DC,20005,United States,202-296-7353,202-296-7009     ,,Y
2011,4383,"Brownstein Hyatt Farber Schreck, LLP","13501 I Street NW, Ste. 510",,Washington,DC,20005,United States,202-296-7353,202-296-7009     ,,Y
2015,11541,"Brown Traffic Products, Inc.","736 Federal Street, Suite 2312",,Davenport,IA,52803,United States,563-323-0009,563-323-8256,09/10/2014,Y
2014,11541,"Brown Traffic Products, Inc.","736 Federal Street, Suite 2312",,Davenport,IA,52803,United States,563-323-0009,563-323-8256,09/10/2014,Y
2013,5682,Bryan Cave LLP,161 N. Clark St. ,Ste. 4300,Chicago,IL,60601,United States,312-602-5000,312-602-5050      ,08/09/2012,Y
2012,4470,Bryan Cave LLP,161 N. Clark St.  Ste 4800,,Chicago,IL,60601,United States,312-602-5000,312-602-5050      ,,N
2012,5682,Bryan Cave LLP,161 N. Clark St. ,Ste. 4300,Chicago,IL,60601,United States,312-602-5000,312-602-5050      ,08/09/2012,Y
2011,4470,Bryan Cave LLP,161 N. Clark St.  Ste 4800,,Chicago,IL,60601,United States,312-602-5000,312-602-5050      ,,N
2011,4881,Bryan Cave LLP,161 N. Clark St.  Ste 4800,,Chicago,IL,60601,United States,312-602-5000,312-602-5050      ,,Y
2015,12821,"Brycer, LLC",4355 Weaver Parkway,Ste. 330,Warrenville,IL,60555,United States,630-413-4932,630-413-4920,06/29/2015,Y
2011,4767,"Brycer, LLC","4355 Weaver Parkway, Ste. 100",,Warrenville,IL,60555,United States,630-413-4932, 630-413-492  ,,Y
2015,5122,Building Owners and Managers Association of Chicago (BOMA/Chicago),115 S LaSalle,Ste. 2300,Chicago,IL,60603,United States,312-870-9611,312-870-9601,06/12/2012,Y
2014,5122,Building Owners and Managers Association of Chicago (BOMA/Chicago),115 S LaSalle,Ste. 2300,Chicago,IL,60603,United States,312-870-9611,312-870-9601,06/12/2012,Y
2013,5122,Building Owners and Managers Association of Chicago (BOMA/Chicago),115 S LaSalle,Ste. 2300,Chicago,IL,60603,United States,312-870-9611,312-870-9601,06/12/2012,Y
2012,5122,Building Owners and Managers Association of Chicago (BOMA/Chicago),115 S LaSalle,Ste. 2300,Chicago,IL,60603,United States,312-870-9611,312-870-9601,06/12/2012,Y
2015,4717,"Burke, Warren, MacKay & Serritella, PC","330 N. Wabash Ave., 22nd Flr",,Chicago,IL,60611,United States,312-840-7039, 312-840-790      ,,Y
2012,4717,"Burke, Warren, MacKay & Serritella, PC","330 N. Wabash Ave., 22nd Flr",,Chicago,IL,60611,United States,312-840-7039, 312-840-790      ,,Y
2011,4717,"Burke, Warren, MacKay & Serritella, PC","330 N. Wabash Ave., 22nd Flr",,Chicago,IL,60611,United States,312-840-7039, 312-840-790      ,,Y
2015,8642,"Burke, Warren, MacKay & Serritella, P.C.",330 North Wabash Avenue,21st Floor,Chicago,IL,60611,United States,(312) 840-7000,,06/14/2013,Y
2014,7601,"Burke, Warren, MacKay & Serritella, P.C.","330 N. Wabash Ave., 21st Floor",,Chicago,IL,6061,United States,3128407000,,01/24/2013,Y
2014,8642,"Burke, Warren, MacKay & Serritella, P.C.",330 North Wabash Avenue,21st Floor,Chicago,IL,60611,United States,(312) 840-7000,,06/14/2013,Y
2014,10502,"Burke, Warren, MacKay & Serritella, P.C.",330 N. Wabash Ave.,21st Floor,Chicago,IL,6061,United States,312-840-7039,312-840-7900,01/31/2014,Y
2013,7601,"Burke, Warren, MacKay & Serritella, P.C.","330 N. Wabash Ave., 21st Floor",,Chicago,IL,6061,United States,3128407000,,01/24/2013,Y
2015,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936       ,,Y
2014,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936       ,,Y
2013,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936       ,,Y
2012,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936       ,,Y
2011,4603,"Cabrera Capital Markets, LLC","10 S. LaSalle, Ste. 1050",,Chicago,IL,60603,United States,312-236-8888,312-236-8936       ,,Y
2013,7441,"CA, Inc",One CA Plaza.,,Islandia,NY,11749,United States,630-505-6000,630-505-6608        ,01/17/2013,Y
2012,4347,"CA, Inc",2400 Cabot Dr.,,Lisle,IL,60532,United States,630-505-6600,630-505-6608      ,,N
2012,4369,"CA, Inc",2400 Cabot Dr.,,Lisle,IL,60532,United States,630-505-6000,630-505-6608        ,,Y
2011,4369,"CA, Inc",2400 Cabot Dr.,,Lisle,IL,60532,United States,630-505-6000,630-505-6608        ,,Y
2013,7427,"Capital Infrastructure Group, LLC",3509 Benbrook Drive,,Springfield,IL,62711,United States,217 801-1063,,01/16/2013,Y
2015,10061,"Capitol Consulting Group Illinois, LLC",1 Oakbrook Terrace,#802,Oakbrook Terrace,IL,60181,United States,630-916-7400,630-916-7900,01/09/2014,Y
2014,10061,"Capitol Consulting Group Illinois, LLC",1 Oakbrook Terrace,#802,Oakbrook Terrace,IL,60181,United States,630-916-7400,630-916-7900,01/09/2014,Y
2013,6984,"Capitol Consulting Group Illinois, LLC",350 W. 22nd St.  #106,,Lombard,IL,60148,United States,630-916-7400,630-916-7900,01/07/2013,Y
2012,4096,"Capitol Consulting Group Illionis, LLC",350 W. 22nd St.,,Lombard,IL,60148,United States,630-916-7400,630-916-7900       ,,N
2012,4641,"Capitol Consulting Group Illionis, LLC",350 W. 22nd St.,,Lombard,IL,60148,United States,630-916-7400,630-916-7900       ,,Y
2011,4096,"Capitol Consulting Group Illionis, LLC",350 W. 22nd St.,,Lombard,IL,60148,United States,630-916-7400,630-916-7900       ,,N
2011,4641,"Capitol Consulting Group Illionis, LLC",350 W. 22nd St.,,Lombard,IL,60148,United States,630-916-7400,630-916-7900       ,,Y
2011,4944,Capitol Counsel LLC,"901 15th St., NW, Ste. 500",,Washington,DC,20005,United States,202-861-3200,202-861-3219  ,,Y
2014,5162,"car2go N.A., LLC",1717 W 6th St.,Ste. 425,Austin,TX,78703,United States,512-428-6233,512-922-2709  ,06/13/2012,Y
2013,5162,"car2go N.A., LLC",1717 W 6th St.,Ste. 425,Austin,TX,78703,United States,512-428-6233,512-922-2709  ,06/13/2012,Y
2012,5162,"car2go N.A., LLC",1717 W 6th St.,Ste. 425,Austin,TX,78703,United States,512-428-6233,512-922-2709  ,06/13/2012,Y
